time,event,event_state,panic,volatility,liquidity,ewma_price,value_signal,trend,lending_rate,total_short_positions,retail_demand,contrarian_demand,momentum_demand,institutional_demand,value_investor_demand,total_demand,total_volume,price
156,mild_positive,0.088771,0.023101,0.102228,9972.9895,76.1124,0.012,-0.00885,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.13719769899217
157,mild_positive,0.083007,0.022295,0.087823,9974.9141,76.0637,0.0122,-0.015768,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.11641260796662
158,mild_positive,0.077624,0.022279,0.087822,9976.762,76.0163,0.0118,-0.015715,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.00729940955291
159,mild_positive,0.072597,0.023581,0.076653,9978.5911,75.9659,0.0126,-0.027502,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.91769418717777
160,mild_positive,0.067903,0.023914,0.067715,9980.1842,75.9135,0.0131,-0.034569,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.88704239445494
161,mild_positive,0.063518,0.022266,0.062625,9981.9927,75.8621,0.0129,-0.032472,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.98371487490229
162,mild_positive,0.059423,0.017886,0.068924,9983.3375,75.8182,0.011,-0.013672,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.03811938466104
163,mild_positive,0.055598,0.013227,0.06026,9984.8475,75.7792,0.0098,-0.003916,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.02563975986959
164,mild_positive,0.052025,0.018983,0.087586,9985.657,75.7415,0.0095,-0.004885,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.15684725887817
165,mild_positive,0.048687,0.013561,0.067806,9986.831,75.7123,0.0073,0.01358,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.08189207572404
166,mild_positive,0.045569,0.01303,0.065148,9987.5182,75.6808,0.0079,0.001091,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.93515543315588
167,mild_positive,0.042655,0.017202,0.057831,9988.2704,75.6435,0.0094,-0.018784,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.92107171646076
168,mild_positive,0.039933,0.023058,0.089346,9989.2302,75.6074,0.0091,-0.017297,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.90791123895713
169,mild_positive,0.037389,0.023011,0.091125,9989.9646,75.5724,0.0088,-0.015954,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.88401622977673
170,mild_positive,0.035012,0.026757,0.109343,9989.9093,75.538,0.0087,-0.016293,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.88211564951347
171,mild_positive,0.03279,0.018982,0.074481,9990.6147,75.5052,0.0083,-0.013619,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.01076698313302
172,mild_positive,0.030714,0.01598,0.079899,9990.7622,75.4805,0.0062,0.006103,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.08439751969286
173,mild_positive,0.028773,0.019391,0.096957,9991.4601,75.4607,0.005,0.01488,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.96427936378362
174,mild_positive,0.026958,0.020236,0.095309,9991.97,75.4358,0.0063,-0.003914,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.94876279370031
175,mild_positive,0.025262,0.024302,0.113572,9992.5054,75.4115,0.0061,-0.005293,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.93234356469814
176,mild_positive,0.023676,0.021452,0.097441,9993.0113,75.3875,0.006,-0.006545,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.94111304194305
177,mild_positive,0.022193,0.025709,0.122262,9992.8479,75.3652,0.0056,-0.00419,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0300615170717
178,mild_positive,0.020807,0.03223,0.16115,9993.1894,75.3485,0.0042,0.008503,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.96807794268163
179,mild_positive,0.01951,0.028598,0.140971,9993.5241,75.3294,0.0048,-0.001346,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.96282891294037
180,mild_positive,0.018297,0.024976,0.122165,9992.9656,75.3111,0.0046,-0.001809,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.8151015895067
181,mild_positive,0.017162,0.035229,0.144158,9992.8233,75.2863,0.0063,-0.021324,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.66244934152724
182,mild_positive,0.016101,0.044478,0.165376,9993.1398,75.2551,0.0079,-0.03801,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.58908733799913
183,mild_positive,0.015108,0.040589,0.141362,9992.5249,75.2218,0.0084,-0.041055,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.67184620052781
184,mild_positive,0.014179,0.031365,0.123004,9992.9452,75.1943,0.0069,-0.022548,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.6550862244513
185,mild_positive,0.013309,0.028259,0.110168,9992.9431,75.1674,0.0068,-0.020752,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.66865151640131
186,mild_positive,0.012495,0.020159,0.078004,9992.9049,75.1424,0.0063,-0.015195,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.66509069915737
187,mild_positive,0.011734,0.015719,0.05918,9993.4557,75.1185,0.006,-0.012942,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.67350343822146
188,mild_positive,0.011021,0.011138,0.04147,9993.9386,75.0963,0.0056,-0.009481,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.64865586451126
189,mild_positive,0.010353,0.009566,0.031144,9994.291,75.0739,0.0057,-0.011123,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.58129257001364
190,mild_negative,-0.340272,0.366005,0.037029,9994.5824,75.0493,0.0062,-0.018202,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.50829541645119
191,mild_negative,-0.317196,0.364634,0.081436,9942.7736,75.0222,0.0069,-0.024773,0.01,0,0.0,0.0,-133.0,0.0,0.0,-133.0,133.0,74.1952376632214
192,mild_negative,-0.295682,0.392908,0.149233,9920.7474,74.9809,0.0105,-0.062556,0.01,0,0.0,0.0,-142.0,0.0,0.0,-142.0,142.0,73.82637233755088
193,mild_negative,-0.275624,0.397938,0.154162,9868.4949,74.9232,0.0146,-0.101081,0.01,0,0.0,0.0,-161.0,0.0,0.0,-161.0,161.0,73.45844180165084
194,mild_negative,-0.256925,0.415242,0.196921,9823.9441,74.8499,0.0186,-0.13258,0.01,0,0.0,0.0,-154.0,0.0,0.0,-154.0,154.0,73.10451767973957
195,mild_negative,-0.239493,0.416326,0.207158,9780.5545,74.7627,0.0222,-0.156616,0.01,0,0.0,0.0,-162.0,0.0,-26.0,-188.0,188.0,72.65191727870035
196,mild_negative,-0.223241,0.424595,0.219031,9751.6705,74.6571,0.0269,-0.18957,0.01,0,0.0,0.0,-158.0,0.0,-25.0,-183.0,183.0,72.28239991967952
197,mild_negative,-0.20809,0.428243,0.241789,9718.528,74.5384,0.0303,-0.205728,0.01,0,0.0,0.0,-155.0,0.0,-37.0,-192.0,192.0,72.00807815021012
198,mild_negative,-0.193966,0.40756,0.224133,9681.4376,74.4119,0.0323,-0.206568,0.01,0,0.0,0.0,-152.0,0.0,-37.0,-189.0,189.0,71.5520025735104
199,mild_negative,-0.180798,0.414795,0.237726,9680.3843,74.2689,0.0366,-0.231511,0.01,0,0.0,0.0,-138.0,0.0,0.0,-138.0,138.0,71.16572795595552
200,mild_negative,-0.168522,0.410815,0.241242,9655.2707,74.1137,0.0398,-0.242994,0.01,0,0.0,0.0,-137.0,0.0,0.0,-137.0,137.0,70.89535665236025
201,mild_negative,-0.157078,0.399275,0.249501,9613.8073,73.9528,0.0413,-0.237328,0.01,0,0.0,0.0,-135.0,0.0,0.0,-135.0,135.0,70.5896475247618
202,mild_negative,-0.146409,0.389416,0.251258,9616.6472,73.7846,0.0433,-0.237505,0.01,0,0.0,0.0,-125.0,0.0,0.0,-125.0,125.0,70.24648874720918
203,mild_negative,-0.486464,0.749978,0.294528,9590.6918,73.6077,0.0457,-0.242838,0.01,0,0.0,0.0,-120.0,-2.0,-133.0,-255.0,255.0,69.57002894524784
204,mild_negative,-0.45353,0.752369,0.309682,9551.0885,73.4058,0.0523,-0.29161,0.01,0,0.0,0.0,-239.0,-2.0,-384.0,-625.0,625.0,68.13793609550522
205,mild_negative,-0.422824,0.813483,0.338962,9472.6592,73.1425,0.0684,-0.425122,0.01,0,0.0,0.0,-229.0,-1.0,-428.0,-658.0,658.0,66.74721511568396
206,mild_positive,-0.094196,0.551403,0.360847,9406.786,72.8227,0.0834,-0.521447,0.01,0,0.0,0.0,-230.0,0.0,-327.0,-557.0,557.0,65.50291831331444
207,mild_positive,-0.087787,0.573432,0.343468,9458.9484,72.4567,0.096,-0.580431,0.01,0,0.0,0.0,-142.0,0.0,-44.0,-186.0,186.0,64.94200315394676
208,mild_positive,-0.081812,0.541149,0.308316,9509.5266,72.081,0.099,-0.560018,0.01,0,0.0,0.0,-136.0,0.0,-42.0,-178.0,178.0,64.42353013913545
209,mild_positive,-0.076243,0.524883,0.313909,9551.7334,71.6981,0.1015,-0.538461,0.01,0,0.0,0.0,-119.0,0.0,-36.0,-155.0,155.0,63.951692237128775
210,mild_positive,-0.071051,0.508812,0.321573,9591.4814,71.3108,0.1032,-0.51522,0.01,0,0.0,0.0,-113.0,0.0,-33.0,-146.0,146.0,63.51239641355351
211,mild_positive,-0.066212,0.476276,0.287266,9630.7411,70.9209,0.1045,-0.491929,0.01,0,0.0,0.0,-110.0,0.0,0.0,-110.0,110.0,63.338216834212965
212,mild_positive,-0.061701,0.425708,0.250636,9662.5786,70.5417,0.1021,-0.439589,0.01,0,0.0,0.0,-95.0,0.0,0.0,-95.0,95.0,62.98389192092604
213,mild_positive,-0.057496,0.405745,0.244388,9691.63,70.1638,0.1023,-0.41749,0.01,0,0.0,0.0,-81.0,0.0,0.0,-81.0,81.0,62.93119974571723
214,mild_positive,-0.053577,0.355531,0.217505,9719.974,69.8022,0.0984,-0.358254,0.01,0,0.0,0.0,-74.0,0.0,0.0,-74.0,74.0,62.75375137803336
215,mild_positive,-0.049923,0.331791,0.21762,9744.5377,69.4498,0.0964,-0.324699,0.01,0,0.0,0.0,-60.0,0.0,0.0,-60.0,60.0,62.61624004157682
216,mild_positive,-0.046518,0.304115,0.208084,9766.3048,69.1081,0.0939,-0.290606,0.01,0,0.0,0.0,-53.0,0.0,0.0,-53.0,53.0,62.45608646498754
217,mild_positive,-0.043344,0.268492,0.164929,9786.391,68.7755,0.0919,-0.265293,0.01,0,0.0,0.0,-41.0,0.0,0.0,-41.0,41.0,62.39864878274584
218,mild_positive,-0.040386,0.25304,0.18863,9805.4663,68.4567,0.0885,-0.228671,0.01,0,0.0,0.0,-25.0,0.0,0.0,-25.0,25.0,62.43812223395017
219,mild_positive,-0.037628,0.232515,0.2127,9821.6595,68.1557,0.0839,-0.183011,0.01,0,0.0,0.0,-25.0,0.0,0.0,-25.0,25.0,62.413909077814466
220,mild_positive,-0.035058,0.201789,0.184708,9836.9902,67.8686,0.0804,-0.154746,0.01,0,0.0,0.0,-23.0,0.0,0.0,-23.0,23.0,62.35386393138166
221,mild_positive,-0.032663,0.18085,0.165065,9852.1906,67.5929,0.0775,-0.136936,0.01,0,0.0,0.0,-9.0,0.0,0.0,-9.0,9.0,62.39970732171035
222,mild_positive,-0.03043,0.158065,0.160953,9866.288,67.3332,0.0733,-0.105423,0.01,0,0.0,0.0,-3.0,0.0,0.0,-3.0,3.0,62.32185665252963
223,mild_positive,-0.02835,0.150968,0.15793,9878.0792,67.0827,0.071,-0.099077,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.29789088467887
224,mild_positive,-0.02641,0.142165,0.161496,9889.3339,66.8434,0.068,-0.08526,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.41305538240874
225,mild_positive,-0.024603,0.132086,0.191367,9898.7328,66.6219,0.0632,-0.051562,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.34596840353351
226,mild_positive,-0.022918,0.123911,0.172833,9907.03,66.4081,0.0612,-0.0531,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.50022171236566
227,mild_positive,-0.021348,0.090402,0.144484,9915.7902,66.2127,0.0561,-0.018767,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.54391044375166
228,mild_positive,-0.019885,0.068348,0.10861,9923.8132,66.0293,0.0528,-0.008364,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.505111835159575
229,mild_positive,-0.018522,0.062758,0.090938,9930.954,65.8531,0.0508,-0.013102,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.50525669691448
230,mild_positive,-0.017251,0.059579,0.089737,9937.2486,65.6857,0.0484,-0.010722,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.490094973027574
231,mild_positive,-0.016067,0.072864,0.125143,9942.2307,65.5259,0.0463,-0.011233,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.43481246696498
232,mild_positive,-0.014964,0.069382,0.108876,9946.9172,65.3713,0.0449,-0.018114,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.38392325561912
233,mild_positive,-0.013935,0.071675,0.109767,9950.7923,65.222,0.0435,-0.023055,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.38600693960991
234,mild_positive,-0.012977,0.066369,0.105617,9954.8266,65.0802,0.0414,-0.018575,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.37051259012039
235,mild_positive,-0.012085,0.073161,0.12609,9958.959,64.9447,0.0396,-0.017734,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.28088060627398
236,mild_positive,-0.011253,0.096722,0.170173,9962.0898,64.8115,0.039,-0.029,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.22558368710157
237,mild_positive,-0.010477,0.088668,0.146405,9964.1789,64.6822,0.038,-0.032714,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.273896336926974
238,mild_positive,-0.009755,0.07196,0.126953,9966.6829,64.5618,0.0354,-0.019039,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.31048202684541
239,mild_positive,-0.009082,0.071315,0.141019,9968.3108,64.4492,0.0332,-0.009709,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.31981512680332
240,mild_positive,-0.008455,0.070593,0.145662,9969.9609,64.3428,0.0314,-0.006455,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.397333595680855
241,mild_positive,-0.007871,0.077008,0.172843,9971.0173,64.2455,0.0288,0.007217,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.33977840975677
242,mild_positive,-0.007327,0.077602,0.170632,9972.6774,64.1502,0.0282,-0.00337,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.30580388407658
243,mild_positive,-0.00682,0.071702,0.149834,9974.4999,64.058,0.0274,-0.008249,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.38410056085173
244,mild_positive,-0.006347,0.066789,0.151104,9975.2674,63.9743,0.0249,0.005874,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.34557596358001
245,mild_positive,-0.005907,0.071747,0.162497,9977.2821,63.8929,0.0242,-0.001401,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.36640530354831
246,mild_positive,-0.005497,0.072047,0.166373,9977.649,63.8165,0.0227,0.002213,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.32637441252171
247,mild_positive,-0.005116,0.073249,0.163362,9978.0008,63.742,0.0222,-0.004647,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.37466168888327
248,mild_positive,-0.00476,0.073541,0.171953,9979.7103,63.6737,0.0204,0.003983,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.50108921086989
249,mild_positive,-0.004429,0.076937,0.181272,9980.2104,63.615,0.0175,0.023648,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.63248670423244
250,mild_positive,-0.00412,0.081487,0.193417,9981.6487,63.5659,0.0147,0.040524,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.586720062970755
251,mild_positive,-0.003833,0.079449,0.189041,9982.1311,63.5169,0.0146,0.025862,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.51671088009122
252,mild_positive,-0.003565,0.071155,0.168976,9982.4275,63.4669,0.015,0.009935,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.3117503698941
253,mild_positive,-0.003316,0.081516,0.15817,9982.8088,63.4092,0.0173,-0.024887,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.301715851975096
254,mild_positive,-0.003084,0.084366,0.170156,9983.5212,63.3538,0.0166,-0.022034,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.26772181774712
255,mild_positive,-0.002868,0.072944,0.139853,9984.4964,63.2995,0.0163,-0.02356,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.28721733176141
256,mild_positive,-0.002666,0.067487,0.137785,9984.5717,63.2489,0.0152,-0.016178,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.287365395879846
257,mild_positive,-0.002479,0.058733,0.120767,9985.738,63.2008,0.0145,-0.013245,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.2747217546387
258,mild_positive,-0.002304,0.055937,0.114725,9986.2969,63.1545,0.0139,-0.012905,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.31682332043136
259,mild_positive,-0.002142,0.058239,0.134565,9986.1432,63.1126,0.0126,-0.003784,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.40243541203203
260,mild_positive,-0.001991,0.053857,0.129667,9986.0256,63.0771,0.0107,0.010714,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.35199138463105
261,mild_positive,-0.00185,0.050888,0.122595,9986.5408,63.0409,0.0109,0.000645,0.01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.343025734171334
